,LONGITUDE,TIME,LOCATION,CRIME,LATITUDE
4801,-76.9370384298,day,4400 - 4699 block of clay street ne,robbery,38.8938546291
4802,-77.0874232015,evening,4400 - 4499 block of chesapeake street nw,theft/other,38.9510327408
4803,-77.0256193488,day,6900  - 7015 block of 9th street nw,motor vehicle theft,38.9745111009
4804,-77.019905832,day,6600  - 6699 block of 5th street nw,theft f/auto,38.970593631
4805,-76.9798808437,midnight,1700 - 1799 block of bay street se,motor vehicle theft,38.8866435584
4806,-76.9892727409,evening,1201 - 1249 block of pennsylvania avenue se,theft/other,38.881856785
4807,-77.0433751606,evening,1817 - 1899 block of irving street nw,theft f/auto,38.9289870645
4808,-76.9931402028,day,900 - 999 block of rhode island avenue ne,theft/other,38.9222166046
4809,-77.015568696,evening,200 - 399 block of carroll street nw,robbery,38.9749453559
4810,-77.0279031579,midnight,vermont avenue nw and r street nw,motor vehicle theft,38.9126056399
4811,-76.9580556016,evening,2300 - 3955 block of east capitol street,motor vehicle theft,38.8897870573
4812,-76.9829412418,midnight,1500 - 1599 block of independence avenue se,theft/other,38.8875915151
4813,-76.9894839469,midnight,1200 - 1249 block of pleasant street se,robbery,38.8638434753
4814,-77.0438199383,midnight,1851 - 1875 block of columbia road nw,robbery,38.9208433787
4815,-77.0399287735,evening,1700 - 1789 block of corcoran street nw,motor vehicle theft,38.9118634655
4816,-77.0389777387,day,1700 - 1709 block of k street nw,theft/other,38.9025232111
4817,-77.0296227784,day,1800 - 1899 block of 13th street nw,theft f/auto,38.9148309063
4818,-76.9839276423,day,1400 - 1498 block of okie street ne,theft f/auto,38.9147571652
4819,-76.9943339731,midnight,800 - 899 block of monroe street ne,theft/other,38.9323762444
4820,-77.0020514649,midnight,virginia avenue se eastbound and ramp to interstate 695 westbound,motor vehicle theft,38.8807553796
4821,-76.9351725389,day,4600 - 4799 block of hunt place ne,motor vehicle theft,38.9006601268
4822,-77.0066644996,evening,40 - 99 block of n street se,theft/other,38.8746367064
4823,-77.0127729607,day,700 - 899 block of delaware avenue sw,theft/other,38.8797818831
4824,-77.0230162211,day,700 - 899 block of g street sw,theft f/auto,38.8812757964
4825,-77.0038702645,day,3400 - 3499 block of martin luther king jr avenue se,theft f/auto,38.8408660523
4826,-77.0029767257,evening,5651  - 5699 block of 3rd street ne,assault w/dangerous weapon,38.958758449
4827,-76.9995042448,midnight,1200 - 1227 block of 5th street ne,robbery,38.9061770135
4828,-77.0516354334,day,900 - 915 block of new hampshire avenue nw,theft/other,38.9009047255
4829,-77.0082578969,midnight,3846 - 3999 block of south capitol street,theft/other,38.8324699442
4830,-76.9964114669,midnight,501 - 599 block of penn street ne,motor vehicle theft,38.9099068649
4831,-77.0319619643,day,1700 - 1720 block of 14th street nw,theft/other,38.912973942
4832,-76.9256949236,evening,1110 - 1199 block of eastern avenue ne,motor vehicle theft,38.9056309016
4833,-77.0000461245,midnight,400 - 499 block of v street ne,robbery,38.918104055
4834,-77.0161355951,day,200 - 299 block of cedar street nw,theft/other,38.9756257607
4835,-77.0136770832,evening,2100 - 2199 block of 2nd street sw,robbery,38.8641070699
4836,-77.0275527374,day,1100 - 1199 block of new york avenue nw,theft/other,38.9009218959
4837,-77.0327341472,midnight,3700  - 3799 block of 14th street nw,theft/other,38.9373412271
4838,-76.9976983097,evening,600 - 699 block of allison street ne,motor vehicle theft,38.9455581049
4839,-77.0308039046,day,1300 - 1399 block of i street nw,theft f/auto,38.9013264599
4840,-77.0400882912,day,1700 - 1799 block of massachusetts avenue nw,theft f/auto,38.9084762739
4841,-76.9503375994,midnight,600 - 629 block of kenilworth terrace ne,motor vehicle theft,38.8984823319
4842,-76.9803906515,evening,1516 - 1699 block of benning road ne,theft/other,38.8996082789
4843,-77.0000461121,day,400 - 499 block of g street ne,robbery,38.8989072726
4844,-77.0519031245,day,2600 - 2649 block of connecticut avenue nw,theft/other,38.9241998122
4845,-76.9912177356,midnight,3700 - 3799 block of 12th street ne,theft/other,38.9353534759
4846,-77.100415324,evening,5000 - 5099 block of sedgwick street nw,theft f/auto,38.9390766825
4847,-77.0178305004,day,7044  - 7089 block of eastern avenue nw,motor vehicle theft,38.9777825345
4848,-77.0014882513,evening,5200 - 5299 block of 3rd street ne,theft/other,38.9534165771
4849,-76.9527702205,evening,230 - 499 block of 37th street se,assault w/dangerous weapon,38.885085368
4850,-77.0237936397,evening,3426 - 3501 block of georgia avenue nw,theft/other,38.9329113052
4851,-77.0326140595,evening,1100 - 1199 block of vermont avenue nw,theft/other,38.9045261865
4852,-76.9177833451,day,200 - 289 block of 58th street ne,motor vehicle theft,38.891892351
4853,-77.0327310993,day,3300 - 3398 block of 14th street nw,motor vehicle theft,38.930702109
4854,-76.9967232457,evening,630 - 799 block of oglethorpe street ne,theft f/auto,38.9598124071
4855,-76.9658379147,evening,2800 - 2999 block of alabama avenue se,theft f/auto,38.8603103295
4856,-77.0436069637,day,1300 - 1699 block of connecticut avenue nw,theft/other,38.9099274291
4857,-76.9335610335,midnight,4701 - 4898 block of east capitol street,motor vehicle theft,38.8897538929
4858,-76.995582698,evening,700 - 799 block of monroe street ne,motor vehicle theft,38.9323641371
4859,-76.9312674514,midnight,5000 - 5069 block of benning road se,theft/other,38.877582235
4860,-77.0787568455,day,4500 - 4599 block of 40th street nw,theft/other,38.9487868308
4861,-77.0796937515,midnight,5306 - 5399 block of reno road nw,assault w/dangerous weapon,38.960294801
4862,-77.0664713492,day,4530 - 4599 block of connecticut avenue nw,theft/other,38.9492538839
4863,-76.992640389,evening,1014 - 1099 block of 10th street ne,theft f/auto,38.9034753586
4864,-77.0580805327,day,3319 - 3499 block of connecticut avenue nw,theft/other,38.9348242806
4865,-77.0408312112,evening,1731 - 1785 block of florida avenue nw,theft/other,38.9172591466
4866,-77.0375262355,day,1600 - 1699 block of l street nw,theft/other,38.9037387332
4867,-76.9743792954,midnight,2700 - 2799 block of bruce place se,robbery,38.8573044495
4868,-76.9943596393,day,700 - 860 block of southern avenue se,robbery,38.8266163993
4869,-76.965334482,evening,2900 - 2999 block of minnesota avenue se,theft/other,38.8761582209
4870,-76.9741682083,evening,1100 - 1199 block of 21st street ne,theft f/auto,38.904756695
4871,-77.0219263529,midnight,700 - 799 block of 7th street nw,motor vehicle theft,38.8991214156
4872,-77.00905635,evening,5100  - 5199 block of north capitol street,motor vehicle theft,38.952920781
4873,-76.9200487035,day,5600 - 5729 block of east capitol street,theft/other,38.8897508307
4874,-77.0319514867,midnight,14th street nw and w street nw,motor vehicle theft,38.9191848299
4875,-76.9989855161,evening,500 - 599 block of h street ne,theft/other,38.9002044719
4876,-77.0245912572,evening,3800  - 3899 block of georgia avenue nw,theft/other,38.9381449622
4877,-77.0237910334,midnight,700 - 899 block of maine avenue sw,theft/other,38.8794732425
4878,-77.031960289,evening,1400 - 1499 block of 14th street nw,theft/other,38.909235481
4879,-77.0380817723,day,1600 - 1699 block of massachusetts avenue nw,theft/other,38.9077742942
4880,-76.9781341452,day,1800 - 1899 block of east capitol street,theft/other,38.8897977665
4881,-77.1023580687,evening,3900 - 4050 block of 52nd street nw,theft f/auto,38.9406735198
4882,-77.0280868718,day,1510 - 1599 block of 12th street nw,theft f/auto,38.9106507861
4883,-77.0319509248,midnight,1921 - 1999 block of 14th street nw,motor vehicle theft,38.9166434001
4884,-76.9989772744,day,500 - 599 block of e street ne,theft/other,38.8961165675
4885,-77.062282594,evening,3000 - 3099 block of brandywine street nw,theft f/auto,38.9496784986
4886,-77.0186665276,midnight,400  - 499 block of hamilton street nw,theft/other,38.9531628648
4887,-77.027308864,day,6500 - 6599 block of georgia avenue nw,theft/other,38.9694518736
4888,-77.0427434281,evening,1800 - 1899 block of monroe street nw,theft/other,38.9332842601
4889,-77.0275628839,midnight,1100 - 1199 block of f street nw,robbery,38.8973455744
4890,-77.0025500075,day,201 - 299 block of m street ne,theft/other,38.9056459446
4891,-77.024751897,midnight,3640  - 3699 block of new hampshire avenue nw,motor vehicle theft,38.9357216964
4892,-77.0453234506,day,2000 - 2016 block of p street nw,theft/other,38.9096364369
4893,-77.0088899643,day,2 - 199 block of galveston street sw,theft/other,38.8236013165
4894,-76.9164131958,midnight,500 - 599 block of 59th street ne,theft f/auto,38.8964721355
4895,-76.99497184,evening,2700 - 2999 block of 8th street ne,robbery,38.9264997027
4896,-77.0277444545,midnight,11th street nw and kenyon street nw,robbery,38.9296750106
4897,-77.0265138574,evening,1000 - 1099 block of f street nw,theft/other,38.8973458172
4898,-77.0445916235,evening,1881 - 1899 block of columbia road nw,theft/other,38.9193567129
4899,-77.0799445766,evening,4500 - 4537 block of wisconsin avenue nw,theft/other,38.9483536271
4900,-77.0444469113,evening,2100 - 2199 block of 19th street nw,theft f/auto,38.9182560403
4901,-76.9759593294,evening,1700 - 1758 block of bladensburg road ne,motor vehicle theft,38.913020882
4902,-76.9195865305,day,200 - 399 block of 57th street ne,motor vehicle theft,38.892373122
4903,-77.0242529321,midnight,3650 - 3699 block of georgia avenue nw,robbery,38.9360449286
4904,-77.0215393122,midnight,1 - 49 block of parker row sw,motor vehicle theft,38.8772131134
4905,-76.9803906515,evening,1516 - 1699 block of benning road ne,theft/other,38.8996082789
4906,-77.0830611003,evening,4200 - 4349 block of massachusetts avenue nw,theft/other,38.9358388469
4907,-77.055885953,midnight,2700 - 2799 block of woodley road nw,theft/other,38.9259459496
4908,-77.027041796,evening,2300 - 2499 block of 11th street nw,theft f/auto,38.9215871483
4909,-76.9811450168,day,1300 - 1899 block of southern avenue se,theft f/auto,38.8369369085
4910,-77.0219186944,evening,1600 - 1623 block of 7th street nw,theft/other,38.9117150902
4911,-76.9580556016,day,2300 - 3955 block of east capitol street,theft/other,38.8897870573
4912,-77.0193963163,day,500 - 599 block of i street sw,robbery,38.8792854194
4913,-77.0265452631,midnight,7500  - 7603 block of georgia avenue nw,robbery,38.9817444986
4914,-77.0307861136,day,1300 - 1399 block of u street nw,theft/other,38.9170000824
4915,-77.0408312112,evening,1731 - 1785 block of florida avenue nw,theft/other,38.9172591466
4916,-77.0005765327,day,1830 - 1899 block of 4th street ne,theft f/auto,38.9152213876
4917,-77.0083879302,midnight,1 - 99 block of massachusetts avenue ne,motor vehicle theft,38.8972039407
4918,-77.0005752506,day,302 - 399 block of 4th street se,theft/other,38.8849380798
4919,-76.9654406123,day,3800 - 3809 block of eastern avenue ne,motor vehicle theft,38.9367586756
4920,-77.0757712082,day,3900 - 4099 block of wisconsin avenue nw,theft/other,38.9408803392
4921,-77.0434629815,evening,1811 - 1852 block of columbia road nw,motor vehicle theft,38.9216993028
4922,-76.9487186974,day,3901 - 3998 block of pennsylvania avenue se,theft f/auto,38.8645299147
4923,-77.0136577317,day,400 - 499 block of mitch snyder place nw,theft/other,38.895449605
4924,-77.0296336169,day,1800 - 1899 block of 13th street nw,theft/other,38.914830273
4925,-77.0319622953,evening,1721 - 1799 block of 14th street nw,motor vehicle theft,38.9137126256
4926,-76.970834525,midnight,2500 - 2598 block of benning road ne,theft/other,38.8979127122
4927,-77.0380015594,day,3140 - 3172 block of mount pleasant street nw,theft/other,38.9303401818
4928,-77.0224333747,evening,700 - 799 block of g street nw,theft f/auto,38.8984456923
4929,-77.0452873398,evening,2000 - 2007 block of n street nw,theft f/auto,38.9072402309
4930,-77.0488394795,evening,virginia avenue nw and 22nd street nw,theft f/auto,38.8964498301
4931,-77.0175561598,evening,300 - 498 block of indiana avenue nw,motor vehicle theft,38.894807148
4932,-77.0005758487,midnight,4000 - 4099 block of 4th street se,assault w/dangerous weapon,38.8305153985
4933,-76.9256949236,evening,1110 - 1199 block of eastern avenue ne,motor vehicle theft,38.9056309016
4934,-76.9877314286,day,1418 - 1499 block of montello avenue ne,motor vehicle theft,38.9062533918
4935,-76.9509711286,midnight,3806 - 3843 block of minnesota avenue ne,motor vehicle theft,38.8926800402
4936,-76.9810762263,day,2 - 9 block of barney circle se,theft/other,38.879195413
4937,-77.0249579465,evening,900 - 999 block of g street nw,theft/other,38.8983100548
4938,-77.0012914394,day,300 - 399 block of t street ne,theft/other,38.9155636985
4939,-77.0325915444,evening,3000 - 3099 block of 14th street nw,theft/other,38.9281708128
4940,-77.0308751779,evening,3414 - 3435 block of holmead place nw,theft/other,38.932819566
4941,-77.0408811202,midnight,1737 - 1776 block of columbia road nw,theft/other,38.9238622318
4942,-76.9519164483,day,3700 - 3799 block of foote street ne,theft f/auto,38.899194653
4943,-76.9931402028,evening,900 - 999 block of rhode island avenue ne,motor vehicle theft,38.9222166046
4944,-77.0250055329,day,900 - 999 block of k street nw,motor vehicle theft,38.9025169478
4945,-77.0275628839,evening,1100 - 1199 block of f street nw,theft/other,38.8973455744
4946,-76.9477769248,evening,723 - 800 block of kenilworth terrace ne,motor vehicle theft,38.9004900798
4947,-76.9567935713,midnight,3400 - 3499 block of b street se,sex abuse,38.8875862928
4948,-77.0209133608,evening,600 - 699 block of l street nw,theft/other,38.9041572724
4949,-76.9780898742,evening,1800 - 1932 block of good hope road se,theft/other,38.8654306827
4950,-76.9565547802,midnight,3400 - 3599 block of commodore joshua barney drive ne,motor vehicle theft,38.9264267856
4951,-76.9839276423,evening,1400 - 1498 block of okie street ne,motor vehicle theft,38.9147571652
4952,-76.9986048962,evening,1300 - 1399 block of 4th street ne,theft/other,38.9098434028
4953,-77.0224365565,evening,700 - 799 block of o street nw,assault w/dangerous weapon,38.9085620721
4954,-77.0811929554,evening,4000 - 4299 block of cathedral avenue nw,theft f/auto,38.9302821241
4955,-77.0364589572,evening,3517 - 3648 block of 16th street nw,theft/other,38.9358807803
4956,-77.0637611965,day,3000 - 3399 block of porter street nw,theft f/auto,38.937301395
4957,-77.0068179497,evening,4800 - 5010 block of fort totten drive ne,theft f/auto,38.9500923356
4958,-77.0288646645,evening,1200 - 1299 block of pennsylvania avenue nw,theft/other,38.8952282943
4959,-77.0327301113,midnight,3700 - 3799 block of 14th street nw,theft/other,38.9373434803
4960,-76.9989783872,midnight,500 - 599 block of g street ne,theft f/auto,38.8989105112
4961,-77.03508717,evening,1414  - 1599 block of spring road nw,theft/other,38.9374216191
4962,-77.0005455587,evening,1200 - 1299 block of 4th street se,theft/other,38.8756844819
4963,-77.0219263529,midnight,700 - 799 block of 7th street nw,robbery,38.8991214156
4964,-77.0296232163,evening,2000 - 2099 block of 13th street nw,theft f/auto,38.917550792
4965,-76.925627497,day,5300 - 5399 block of e street se,theft f/auto,38.8818397497
4966,-77.0307855567,evening,1300 - 1399 block of w street nw,theft f/auto,38.9191825305
4967,-77.0259863348,day,1100 - 1199 block of 10th street nw,theft/other,38.9049076407
4968,-77.0400800705,day,1700 - 1799 block of p street nw,theft f/auto,38.9096454698
4969,-77.0140710307,midnight,200 - 299 block of i street sw,robbery,38.8792864526
4970,-76.9926465167,day,300 - 339 block of 10th street se,theft f/auto,38.8854125014
4971,-76.9594845298,day,3200 - 3299 block of pennsylvania avenue se,theft/other,38.8689113338
4972,-77.0234649944,evening,800 - 899 block of t street nw,theft f/auto,38.9155703579
4973,-77.0154918682,evening,4300  - 4399 block of 3rd street nw,theft f/auto,38.9437676955
4974,-77.0143330525,evening,100  - 199 block of carroll street nw,theft/other,38.974837325
4975,-77.0365052323,day,1821 - 1899 block of 16th street nw,theft/other,38.9152023543
4976,-76.9828826756,midnight,3200 - 3299 block of henson road se,theft/other,38.8496925948
4977,-76.9665809354,evening,2500 - 2999 block of southern avenue se,motor vehicle theft,38.848293299
4978,-77.0332633366,evening,1400 - 1499 block of p street nw,theft/other,38.9096495011
4979,-76.9341740177,day,4600 - 4899 block of b street se,motor vehicle theft,38.8875021452
4980,-77.0013030165,midnight,300 - 399 block of v street ne,burglary,38.9181040477
4981,-77.026568917,evening,7700  - 7799 block of georgia avenue nw,theft/other,38.98327589
4982,-77.0175583548,evening,400 - 497 block of l street nw,theft/other,38.9037254238
4983,-77.0044978109,day,100 - 379 block of michigan avenue ne,theft/other,38.9287968441
4984,-77.038392523,evening,1601 - 1699 block of argonne place nw,motor vehicle theft,38.9264688219
4985,-77.0384834463,day,1619 - 1699 block of 17th street nw,theft/other,38.9122395081
4986,-77.0189323424,day,1600 - 1620 block of 5th street nw,theft/other,38.9114904038
4987,-77.0013995142,day,310  - 399 block of riggs road ne,theft/other,38.958329325
4988,-76.9857356726,evening,1424 - 1455 block of cedar street se,theft/other,38.8621161397
4989,-76.9752013683,evening,2000 - 2199 block of kearny street ne,theft f/auto,38.931142856
4990,-76.9887582759,day,1900 - 1999 block of martin luther king jr avenue se,theft/other,38.8671247876
4991,-77.038498437,day,1518 - 1599 block of 17th street nw,theft/other,38.9107469112
4992,-77.0611496083,day,31st street nw and south street nw,theft f/auto,38.9034335535
4993,-77.0257701676,midnight,900 - 1199 block of maine avenue sw,motor vehicle theft,38.8809777643
4994,-76.9807754303,day,400 - 499 block of 17th street se,motor vehicle theft,38.8834653399
4995,-76.9672822481,day,2221 - 2299 block of town center drive se,burglary,38.8606430638
4996,-76.9984556402,evening,600 - 749 block of 6th street se,theft f/auto,38.8806923287
4997,-76.9811450168,midnight,1300 - 1899 block of southern avenue se,theft f/auto,38.8369369085
4998,-76.9829412418,midnight,1500 - 1599 block of independence avenue se,theft/other,38.8875915151
4999,-77.0097194915,day,2 - 153 block of galveston place sw,assault w/dangerous weapon,38.8243802283
5000,-77.045776453,day,2000 - 2099 block of pennsylvania avenue nw,theft/other,38.9010110345
5001,-76.9979039234,day,600 - 622 block of edgewood street ne,theft/other,38.9242387947
5002,-77.0588766912,evening,3500 - 3599 block of connecticut avenue nw,theft/other,38.9361950358
5003,-77.0209197405,day,600 - 699 block of maryland avenue sw,theft/other,38.8865999657
5004,-77.0423674219,day,2400 - 2499 block of 18th street nw,theft f/auto,38.9216186302
5005,-77.0054653281,evening,100 - 159 block of r street ne,theft/other,38.9125908271
5006,-77.0275699269,midnight,1100 - 1199 block of t street nw,theft f/auto,38.9155694615
5007,-77.0297182574,midnight,2600 - 2699 block of 13th street nw,theft/other,38.9242529614
5008,-77.0457830269,day,2000 - 2099 block of g street nw,theft f/auto,38.8983209554
5009,-76.9296745959,midnight,5000 - 5099 block of call place se,motor vehicle theft,38.8844820467
5010,-77.0237910334,midnight,700 - 899 block of maine avenue sw,burglary,38.8794732425
5011,-77.0428525863,day,1800 - 1899 block of adams mill road nw,theft f/auto,38.923005735
5012,-77.0167047898,day,300  - 399 block of farragut street nw,theft/other,38.9511002676
5013,-77.0103367102,day,4000 - 4025 block of martin luther king jr avenue sw,robbery,38.8312773285
5014,-77.0581208127,midnight,2600 - 2699 block of 29th street nw,theft f/auto,38.9229721139
5015,-77.0232387685,midnight,irving street nw and georgia avenue nw,theft f/auto,38.9290378446
5016,-77.0208795434,day,600 - 1799 block of glick court nw,burglary,38.9134807346
5017,-77.0658329561,evening,3300 - 3399 block of lowell street nw,theft f/auto,38.9325348543
5018,-76.9248122378,evening,5300 - 5399 block of astor place se,robbery,38.8866165789
5019,-76.9900569597,day,2627 - 2699 block of stanton road se,assault w/dangerous weapon,38.858459169
5020,-76.9915597144,day,1000 - 1199 block of irving street ne,motor vehicle theft,38.9285470956
5021,-77.0379923349,day,3140 - 3172 block of mount pleasant street nw,theft/other,38.9303437881
5022,-77.0296238936,midnight,13th street nw and w street nw,theft f/auto,38.9191812994
5023,-77.0364603704,evening,16th street nw and park road nw,assault w/dangerous weapon,38.9316527329
5024,-77.0685818958,day,3400 - 3499 block of reservoir road nw,theft/other,38.9126879363
5025,-76.9883088353,midnight,800 - 814 block of 13th street ne,theft f/auto,38.9004787363
5026,-77.0347562585,midnight,3200 - 3299 block of hiatt place nw,motor vehicle theft,38.9298624904
5027,-77.0379923349,midnight,3140 - 3172 block of mount pleasant street nw,theft/other,38.9303437881
5028,-76.9513679162,day,3762 - 3805 block of minnesota avenue ne,theft/other,38.8921318665
5029,-76.9269851499,evening,1200 - 1219 block of eastern avenue ne,theft/other,38.9066406504
5030,-77.0249862654,evening,900 - 999 block of french street nw,theft f/auto,38.9133359754
5031,-77.0588766912,evening,3500 - 3599 block of connecticut avenue nw,theft/other,38.9361950358
5032,-76.9972332803,midnight,2919 - 2999 block of martin luther king jr avenue se,theft/other,38.8452974283
5033,-76.9903059701,evening,1000 - 1249 block of brentwood road ne,theft/other,38.9201570109
5034,-77.0319529725,evening,2100 - 2199 block of 14th street nw,theft/other,38.918640186
5035,-77.0307972456,midnight,1300 - 1399 block of r street nw,motor vehicle theft,38.9126049129
5036,-77.0161857516,evening,810 - 899 block of 4th street nw,theft/other,38.9007438566
5037,-77.002035177,day,104 - 1599 block of harry thomas way ne,theft f/auto,38.9117675751
5038,-77.0058848473,midnight,1st street se and potomac avenue se,robbery,38.8719765744
5039,-76.99003656,midnight,1000 - 1299 block of mississippi avenue se,motor vehicle theft,38.8395234322
5040,-77.0219263529,day,700 - 799 block of 7th street nw,theft/other,38.8991214156
5041,-77.0364965255,midnight,florida avenue nw and 16th street nw,robbery,38.9191433217
5042,-77.0778067509,evening,10 - 99 block of ridge square nw,theft/other,38.9400305108
5043,-77.0239529852,midnight,6700 - 6799 block of piney branch road nw,robbery,38.9719077143
5044,-77.0249860097,midnight,900 - 999 block of r street nw,theft/other,38.9126063001
5045,-77.013119222,day,800 - 899 block of new jersey avenue nw,theft/other,38.9007532495
5046,-77.0567907737,evening,3200 - 3299 block of connecticut avenue nw,theft/other,38.9325936475
5047,-77.034532921,midnight,1920 - 1999 block of 15th street nw,theft f/auto,38.9166447375
5048,-76.9880630833,day,2300 - 2399 block of chester street se,motor vehicle theft,38.8624046702
5049,-77.0151831642,day,k street nw and 3rd street nw,robbery,38.9025096289
5050,-76.9726676989,day,2200 - 2299 block of savannah terrace se,motor vehicle theft,38.8497355122
5051,-77.0013141939,day,300 - 399 block of g street ne,theft f/auto,38.8989072652
5052,-77.0319597522,evening,1300 - 1399 block of 14th street nw,robbery,38.9080373712
5053,-76.9311665844,day,4900 - 4919 block of nannie helen burroughs avenue ne,theft f/auto,38.8985176509
5054,-77.0249767573,day,900 - 999 block of westminster street nw,theft/other,38.9148303703
5055,-76.9719281003,evening,2400 - 2413 block of minnesota avenue se,theft/other,38.8729440212
5056,-77.0276584899,day,6200  - 6299 block of georgia avenue nw,motor vehicle theft,38.9655384302
5057,-77.0074677102,midnight,1200 - 1299 block of half street se,theft/other,38.8755573161
5058,-77.0234649944,evening,800 - 899 block of t street nw,motor vehicle theft,38.9155703579
5059,-76.9955822247,evening,4000 - 4099 block of 7th street ne,motor vehicle theft,38.940003174
5060,-77.0308760907,day,3500 - 3529 block of holmead place nw,theft/other,38.9349275086
5061,-77.031223747,evening,1300  - 1399 block of randolph street nw,motor vehicle theft,38.9386748681
5062,-76.9311665844,midnight,4900 - 4919 block of nannie helen burroughs avenue ne,theft/other,38.8985176509
5063,-76.997326076,day,600 - 699 block of south carolina avenue se,theft f/auto,38.8835479669
5064,-76.996990814,evening,600 - 699 block of monroe street ne,theft/other,38.9323640917
5065,-77.0425758481,evening,1800 - 1899 block of l street nw,theft/other,38.9037370021
5066,-77.0309870051,midnight,1300 - 1399 block of fairmont street nw,theft f/auto,38.9247480894
5067,-77.0570460271,midnight,1200 - 1225 block of 28th street nw,motor vehicle theft,38.9056586201
5068,-76.9918080277,day,1340 - 1399 block of howard road se,motor vehicle theft,38.8601799135
5069,-76.9807158504,evening,3239 - 3263 block of stanton road se,theft/other,38.8480442535
5070,-77.0799445766,day,4500 - 4537 block of wisconsin avenue nw,theft/other,38.9483536271
5071,-76.9720352321,evening,2300 - 2399 block of altamont place se,robbery,38.8638883203
5072,-77.022953306,evening,700 - 899 block of k street nw,theft/other,38.9020939764
5073,-77.0216581063,evening,500 - 699 block of gresham place nw,motor vehicle theft,38.9268761532
5074,-77.0237910334,day,700 - 899 block of maine avenue sw,theft f/auto,38.8794732425
5075,-77.0408811202,evening,1737 - 1776 block of columbia road nw,theft/other,38.9238622318
5076,-76.9931904414,day,2400 - 2500 block of martin luther king jr avenue se,theft/other,38.8622519387
5077,-76.971444539,day,2318 - 2499 block of park place se,theft f/auto,38.8715183002
5078,-76.9345792208,evening,4650 - 4799 block of benning road se,assault w/dangerous weapon,38.8834164402
5079,-76.9986048962,evening,1300 - 1399 block of 4th street ne,theft/other,38.9098434028
5080,-77.0567907737,evening,3200 - 3299 block of connecticut avenue nw,theft/other,38.9325936475
5081,-76.9654437283,day,3800 - 3809 block of eastern avenue ne,theft f/auto,38.9367551633
5082,-77.0327268886,day,4600  - 4699 block of 14th street nw,burglary,38.9466557998
5083,-76.9875323072,evening,1300 - 1399 block of monroe street ne,motor vehicle theft,38.9327058711
5084,-77.0726223221,day,3700 - 3748 block of cumberland street nw,theft f/auto,38.9514122111
5085,-76.9902483536,day,100 - 199 block of 12th street ne,theft f/auto,38.8911866956
5086,-76.9654437283,evening,3800 - 3809 block of eastern avenue ne,theft f/auto,38.9367551633
5087,-77.0035164846,day,1300 - 1399 block of 2nd street ne,motor vehicle theft,38.9078254892
5088,-77.0296232163,midnight,2000 - 2099 block of 13th street nw,theft f/auto,38.917550792
5089,-77.0226493008,midnight,2620 - 2711 block of georgia avenue nw,motor vehicle theft,38.9249752107
5090,-76.9886340519,evening,1200 - 1299 block of massachusetts avenue se,robbery,38.8891153459
5091,-77.0229382556,day,2822 - 2899 block of georgia avenue nw,theft/other,38.9269930171
5092,-77.024310292,evening,700 - 999 block of girard street nw,theft/other,38.9260018251
5093,-77.028500253,day,3600 - 3699 block of 11th street nw,theft/other,38.9352614192
5094,-76.9787887344,day,1700 - 1799 block of gales street ne,assault w/dangerous weapon,38.8979504607
5095,-77.0434714982,midnight,600 - 699 block of 19th street nw,theft/other,38.8978361976
5096,-76.9843160325,evening,1800 - 1899 block of anacostia drive se,theft f/auto,38.8731512591
5097,-77.0223004705,midnight,900 - 919 block of 7th street sw,motor vehicle theft,38.878942582
5098,-76.9271294923,day,800 - 899 block of 51st street ne,theft/other,38.9007763012
5099,-77.0219166017,day,1100 - 1199 block of 7th street nw,theft/other,38.9049047816
5100,-77.0231694219,midnight,3000 - 3099 block of georgia avenue nw,theft/other,38.9285784345
5101,-76.9709288557,midnight,2200 - 2299 block of 25th place ne,theft/other,38.921028145
5102,-77.0279570992,evening,5900 - 5999 block of georgia avenue nw,theft/other,38.961971092
5103,-77.0691915391,midnight,1600 - 1627 block of 35th street nw,theft/other,38.9111831839
5104,-77.0209236133,day,600 - 699 block of h street nw,theft/other,38.8998062348
5105,-77.0090530223,midnight,1200 - 1499 block of north capitol street,theft f/auto,38.9076427724
5106,-77.0184836533,evening,1821 - 1899 block of 5th street nw,theft f/auto,38.9152829854
5107,-77.0005765774,day,2300 block of 4th street ne,theft f/auto,38.9207525016
5108,-77.0818727765,evening,4400 - 4499 block of volta place nw,theft f/auto,38.9096435675
5109,-77.0265151565,day,1000 - 1099 block of i street nw,theft/other,38.9008410607
5110,-76.9337666821,evening,1010 - 1099 block of 48th street ne,theft f/auto,38.9041403698
5111,-76.9910500224,evening,3400 - 3499 block of 11th place se,motor vehicle theft,38.8407937058
5112,-77.0286129312,evening,1100 - 1299 block of irving street nw,motor vehicle theft,38.9286312785
5113,-76.9730960396,evening,2301 - 2399 block of good hope court se,theft f/auto,38.8618977094
5114,-77.0346000432,day,1400 - 1599 block of monroe street nw,motor vehicle theft,38.9318816589
5115,-76.94765293,day,4000 - 4121 block of minnesota avenue ne,theft/other,38.8966524619
5116,-76.9913511929,evening,1000 - 1199 block of bryant street ne,motor vehicle theft,38.9219592983
5117,-77.0304619201,evening,13th place nw and fort stevens drive nw,theft f/auto,38.9643756695
5118,-77.0132524953,midnight,200 - 299 block of elmira street sw,robbery,38.8260509424
5119,-77.0710447823,day,2200 - 2298 block of wisconsin avenue nw,theft/other,38.9196589159
