,LONGITUDE,TIME,LOCATION,CRIME,LATITUDE
13058,-76.9900561524,day,2627 - 2699 block of stanton road se,theft/other,38.8584648442
13059,-77.0249867861,evening,900 - 999 block of westminster street nw,theft f/auto,38.9148223507
13060,-77.0327298633,day,3100 - 3299 block of 14th street nw,theft/other,38.9295168861
13061,-76.9728152458,midnight,2300 - 2399 block of nicholson street se,assault w/dangerous weapon,38.8730950978
13062,-76.9724572573,evening,500 - 599 block of 24th street ne,robbery,38.897131
13063,-77.0338151818,evening,1400 - 1499 block of park road nw,assault w/dangerous weapon,38.9306297339
13064,-77.0400882912,day,1700 - 1799 block of massachusetts avenue nw,theft f/auto,38.9084762739
13065,-77.0000691551,day,400 - 499 block of seward square se,motor vehicle theft,38.8855388502
13066,-76.9867988558,evening,1290 - 1408 block of alabama avenue se,motor vehicle theft,38.8450723143
13067,-77.0332633366,evening,1400 - 1499 block of p street nw,theft/other,38.9096495011
13068,-77.0274286918,evening,6400  - 6489 block of georgia avenue nw,theft/other,38.9680788094
13069,-77.0035141787,evening,1300 - 1399 block of 2nd street ne,motor vehicle theft,38.9078254892
13070,-76.9647217045,day,2810 - 2899 block of 30th street ne,motor vehicle theft,38.927404326
13071,-76.9806332835,evening,1600 - 1799 block of gainesville street se,motor vehicle theft,38.8551518938
13072,-76.9746449978,day,1900 - 2199 block of ridgecrest court se,motor vehicle theft,38.8478088733
13073,-76.9941950896,day,3700 - 3851 block of 9th street se,theft/other,38.8348843591
13074,-76.9340942177,day,4621 - 4799 block of nannie helen burroughs avenue ne,motor vehicle theft,38.8990238075
13075,-77.0033055673,evening,166 - 199 block of mississippi avenue se,theft/other,38.8347403213
13076,-76.9883109503,evening,emerald street ne and 13th street ne,robbery,38.8967176558
13077,-77.0781298887,midnight,4300 - 4326 block of wisconsin avenue nw,theft/other,38.9451298886
13078,-77.032733837,midnight,3600 - 3699 block of 14th street nw,theft/other,38.9366656049
13079,-77.0307876091,midnight,1300 - 1399 block of u street nw,robbery,38.9169919745
13080,-77.0246344704,day,900 - 931 block of u street nw,theft/other,38.9169964065
13081,-76.9677749489,day,1500 - 1599 block of 28th street se,theft f/auto,38.8715255447
13082,-76.9887941006,evening,1200 - 1299 block of w street se,theft f/auto,38.8647234666
13083,-77.0041967751,midnight,100 - 149 block of florida avenue ne,motor vehicle theft,38.9087172929
13084,-77.0820655611,evening,2800 - 2899 block of new mexico avenue nw,theft f/auto,38.9268853799
13085,-77.0282256327,evening,1200  - 1299 block of taylor street nw,theft f/auto,38.9408015876
13086,-77.0249950996,midnight,900 - 999 block of m street nw,motor vehicle theft,38.9056428483
13087,-77.0408811202,day,1737 - 1776 block of columbia road nw,theft/other,38.9238622318
13088,-76.9908927027,day,1100 - 1199 block of h street ne,theft/other,38.900195113
13089,-76.9739826422,day,2300 - 2399 block of good hope road se,motor vehicle theft,38.8635284338
13090,-77.0241715704,evening,700 - 799 block of fairmont street nw,theft f/auto,38.9250199473
13091,-76.9827267784,day,1500 - 1599 block of new york avenue ne,theft/other,38.9164722705
13092,-77.0249807319,midnight,900 - 999 block of french street nw,theft f/auto,38.9133392196
13093,-77.0061347174,evening,2100 - 2399 block of lincoln road ne,theft f/auto,38.9199866343
13094,-76.995585708,evening,700 - 799 block of d street se,theft/other,38.8837460986
13095,-77.0025594614,evening,201 - 299 block of m street ne,theft/other,38.905645494
13096,-77.0219151985,evening,800 - 899 block of 7th street nw,theft/other,38.9003375462
13097,-77.0327305535,evening,3100 - 3299 block of 14th street nw,theft/other,38.9295130123
13098,-76.9803906515,evening,1516 - 1699 block of benning road ne,theft/other,38.8996082789
13099,-77.0753125628,day,5523 - 5599 block of connecticut avenue nw,theft/other,38.9644454663
13100,-77.0280890891,midnight,1900 - 1999 block of 12th street nw,theft f/auto,38.9162809962
13101,-77.0318101709,evening,1329 - 1399 block of otis place nw,theft/other,38.9345669261
13102,-77.0441472433,midnight,1 - 7 block of dupont circle nw,theft/other,38.9093576286
13103,-77.0319597522,day,1300 - 1399 block of 14th street nw,theft/other,38.9080373712
13104,-76.9839379057,evening,1400 - 1498 block of okie street ne,motor vehicle theft,38.9147518517
13105,-77.0249950996,evening,900 - 999 block of m street nw,motor vehicle theft,38.9056428483
13106,-77.0724238445,evening,3600 - 3699 block of 37th street nw,theft f/auto,38.9377377552
13107,-76.9248079142,midnight,1104 - 1109 block of eastern avenue ne,theft f/auto,38.9049366909
13108,-77.0175652407,day,400 - 403 block of 4th street sw,motor vehicle theft,38.8848709091
13109,-77.0014882513,midnight,5200 - 5299 block of 3rd street ne,theft/other,38.9534165771
13110,-77.0241751222,evening,3639 - 3649 block of georgia avenue nw,theft/other,38.9354966096
13111,-76.9665992713,day,2800 - 2899 block of denver street se,theft/other,38.8583467137
13112,-77.0575874295,day,2800 - 2899 block of pennsylvania avenue nw,theft/other,38.90508182
13113,-77.0081160699,evening,1 - 99 block of g street ne,theft f/auto,38.8989124858
13114,-76.9937231684,evening,400 - 1229 block of new york avenue ne,motor vehicle theft,38.91265961
13115,-77.015228542,day,700 - 799 block of 3rd street nw,theft f/auto,38.8990594222
13116,-76.9772148023,day,1800 - 1899 block of trenton place se,motor vehicle theft,38.8449987695
13117,-77.013912434,evening,100 - 199 block of irving street nw,theft f/auto,38.9312267245
13118,-77.0198970513,evening,6300 - 6311 block of 5th street nw,robbery,38.9664227265
13119,-76.9766675078,midnight,700 - 747 block of 19th street ne,robbery,38.8982563406
13120,-77.0249867861,midnight,900 - 999 block of westminster street nw,robbery,38.9148223507
13121,-76.9363212416,day,4600 - 4615 block of blaine street ne,robbery,38.8918873694
13122,-76.9937613603,day,2300 - 2499 block of washington place ne,theft/other,38.9215811022
13123,-76.9871446662,day,1110 - 1199 block of holbrook terrace ne,motor vehicle theft,38.9077617765
13124,-77.1078267544,evening,5150 - 5299 block of manning place nw,theft f/auto,38.9335360991
13125,-77.0288607648,midnight,1200 - 1299 block of s street nw,theft f/auto,38.9140827746
13126,-77.0048259253,evening,100 - 146 block of wayne place se,motor vehicle theft,38.835145649
13127,-76.9578512245,day,2000 - 2199 block of 34th street se,motor vehicle theft,38.8638570365
13128,-76.9944651921,day,800 - 900 block of brentwood road ne,motor vehicle theft,38.9164373828
13129,-77.0028031789,evening,200 - 299 block of k street ne,theft/other,38.9025148158
13130,-77.0074007312,day,1 - 99 block of patterson street ne,theft f/auto,38.9064480215
13131,-77.0465189898,evening,1900 - 1999 block of connecticut avenue nw,theft f/auto,38.9163836629
13132,-77.0400800705,evening,1700 - 1799 block of p street nw,theft/other,38.9096454698
13133,-77.0249997696,day,900 - 999 block of l street nw,motor vehicle theft,38.9041647571
13134,-77.0364589572,evening,3517 - 3648 block of 16th street nw,motor vehicle theft,38.9358807803
13135,-77.0283208705,midnight,1200  - 1299 block of decatur street nw,robbery,38.9482514157
13136,-77.0090623837,evening,p street nw and north capitol street,robbery,38.9096358678
13137,-76.9456200004,midnight,4000 - 4099 block of benning road ne,robbery,38.8936644486
13138,-76.9355348796,midnight,600 - 699 block of 46th place se,homicide,38.8810854334
13139,-77.0061368221,midnight,80 - 99 block of webster street ne,motor vehicle theft,38.9444441823
13140,-77.0652672069,day,3100 - 3199 block of 33rd place nw,theft f/auto,38.9318685569
13141,-77.0219151985,day,800 - 899 block of 7th street nw,theft/other,38.9003375462
13142,-76.9995162376,day,400 - 499 block of woodcrest drive se,motor vehicle theft,38.8378122505
13143,-77.029623669,evening,2100 - 2199 block of 13th street nw,theft f/auto,38.9186407997
13144,-76.9675432572,day,2721 - 2899 block of good hope road se,theft/other,38.8600495718
13145,-77.0307876091,midnight,1300 - 1399 block of u street nw,burglary,38.9169919745
13146,-77.0441514415,day,1900 - 1999 block of s street nw,theft f/auto,38.9140907892
13147,-77.062833582,day,1200 - 1237 block of wisconsin avenue nw,theft/other,38.9055925925
13148,-77.0160703284,midnight,364 - 399 block of massachusetts avenue nw,robbery,38.9001222958
13149,-77.0035164846,evening,1300 - 1399 block of 2nd street ne,theft/other,38.9078254892
13150,-76.9706404559,evening,2516 - 2598 block of naylor road se,motor vehicle theft,38.8652752737
13151,-76.9781351478,midnight,1800 - 1899 block of c street se,theft f/auto,38.8853470121
13152,-77.0214204168,evening,624 - 699 block of q street nw,theft/other,38.9111227041
13153,-76.9286493557,evening,4900 - 5199 block of just street ne,robbery,38.9026509779
13154,-76.9656013966,day,2900 - 2999 block of o street se,motor vehicle theft,38.8729310444
13155,-77.0263341235,evening,4100  - 4199 block of kansas avenue nw,theft/other,38.9413335181
13156,-76.9849939036,evening,1400 - 1429 block of e street se,theft f/auto,38.8828353711
13157,-76.9726198373,midnight,2300 - 2399 block of benning road ne,theft f/auto,38.898230689
13158,-76.9800850504,midnight,1700 - 1779 block of montana avenue ne,motor vehicle theft,38.9206336978
13159,-76.9933954466,day,2609 - 2799 block of sheridan road se,robbery,38.856978871
13160,-77.0519031245,evening,2600 - 2649 block of connecticut avenue nw,burglary,38.9241998122
13161,-77.014324859,evening,100 - 199 block of carroll street nw,theft/other,38.9748378665
13162,-77.0795769026,evening,4000 - 4099 block of brandywine street nw,theft/other,38.9496780951
13163,-76.9237170824,evening,5300 - 5399 block of james place ne,motor vehicle theft,38.9008011479
13164,-76.9739826422,evening,2300 - 2399 block of good hope road se,theft f/auto,38.8635284338
13165,-77.0678522083,day,1500 - 1535 block of 34th street nw,burglary,38.9092381669
13166,-77.0349082898,day,1500  - 1599 block of delafield place nw,theft f/auto,38.9489973213
13167,-77.0364984941,evening,2480 - 2599 block of 16th street nw,theft/other,38.9229898757
13168,-76.98293057,midnight,1500 - 1599 block of east capitol street,robbery,38.8898016287
13169,-77.0874413348,day,2900 - 2999 block of 44th place nw,theft f/auto,38.9281966957
13170,-76.9746449978,midnight,1900 - 2199 block of ridgecrest court se,assault w/dangerous weapon,38.8478088733
13171,-77.0349918801,evening,1500 - 1549 block of rhode island avenue nw,motor vehicle theft,38.9077752604
13172,-77.0494711234,evening,2200 - 2299 block of m street nw,theft/other,38.9052566974
13173,-76.9327226028,midnight,4800 - 4899 block of nannie helen burroughs avenue ne,theft f/auto,38.8987888082
13174,-76.9812886547,evening,1600 - 1699 block of levis street ne,assault w/dangerous weapon,38.9041486374
13175,-76.997854457,day,500 - 699 block of l street se,robbery,38.8775257435
13176,-77.0327960162,midnight,1400 - 1499 block of pennsylvania avenue nw,theft/other,38.896317269
13177,-77.0265257436,day,1000 - 1099 block of g street nw,theft f/auto,38.8983097093
13178,-77.0319529725,day,2100 - 2199 block of 14th street nw,theft f/auto,38.918640186
13179,-76.9899360304,midnight,1345 - 1399 block of dexter place se,motor vehicle theft,38.860345908
13180,-76.9908830183,day,1100 - 1199 block of h street ne,theft f/auto,38.9002005173
13181,-76.9533351649,day,3600 - 3799 block of commodore joshua barney drive ne,theft f/auto,38.9237546681
13182,-77.0707701143,evening,5100 - 5199 block of connecticut avenue nw,theft/other,38.9566201271
13183,-77.070030485,evening,5000 - 5099 block of connecticut avenue nw,theft/other,38.9553594152
13184,-77.0339515721,day,1400 - 1499 block of harvard street nw,theft/other,38.9264138044
13185,-76.9751161311,day,1800 - 2299 block of new york avenue ne,theft/other,38.9172816475
13186,-76.9949738408,evening,600 - 699 block of 8th street ne,theft/other,38.8981144287
13187,-76.9855132078,day,900 - 933 block of 14th street se,theft/other,38.8795834084
13188,-76.9504982887,evening,3820 - 3899 block of alabama avenue se,theft/other,38.8662684058
13189,-77.0163898813,evening,300 - 399 block of c street sw,theft f/auto,38.8860331612
13190,-76.9798808437,midnight,1700 - 1799 block of bay street se,robbery,38.8866435584
13191,-76.9869569268,day,1300 - 1399 block of franklin street ne,robbery,38.9256342847
13192,-76.9982347286,evening,5700  - 5799 block of 6th street ne,theft f/auto,38.9589116139
13193,-76.94765293,evening,4000 - 4121 block of minnesota avenue ne,robbery,38.8966524619
13194,-76.9493084892,evening,3900 - 3913 block of c street se,assault w/dangerous weapon,38.8866538978
13195,-77.0208818966,midnight,1800 - 1899 block of wiltberger street nw,robbery,38.9148231564
13196,-76.9869154654,day,1300 - 1399 block of h street ne,theft/other,38.9001947352
13197,-77.048213977,evening,1100 - 1199 block of new hampshire avenue nw,theft f/auto,38.9045455632
13198,-76.9755386311,day,2000 - 2099 block of rhode island avenue ne,motor vehicle theft,38.9293709026
13199,-77.1034225213,day,5029 - 5056 block of macomb street nw,theft f/auto,38.9339309497
13200,-77.0327341472,day,3700  - 3799 block of 14th street nw,theft/other,38.9373412271
13201,-76.9543631368,day,2400 - 2599 block of 36th place se,theft f/auto,38.8588740691
13202,-77.0175583548,evening,400 - 497 block of l street nw,theft/other,38.9037254238
13203,-77.0231319525,day,700  - 799 block of jefferson street nw,theft f/auto,38.9552790094
13204,-77.016238408,day,900 - 999 block of wesley place sw,robbery,38.8788444899
13205,-77.0401910656,midnight,1650 - 1798 block of harvard street nw,theft f/auto,38.9271775319
13206,-77.0253882636,evening,4100  - 4199 block of georgia avenue nw,theft/other,38.9413337274
13207,-77.0058041597,midnight,100  - 199 block of tuckerman street ne,theft f/auto,38.967334198
13208,-76.9984546969,day,2600 - 2699 block of 6th street ne,theft/other,38.9242477215
13209,-76.9295312934,day,5000 - 5099 block of c street se,motor vehicle theft,38.8851482485
13210,-77.0102617966,day,1 - 99 block of quincy place nw,burglary,38.9118518206
13211,-77.001314047,evening,300 - 399 block of a street ne,theft/other,38.8909348608
13212,-77.0405898042,evening,1700 - 1799 block of g street nw,theft/other,38.8983056693
13213,-76.974072664,evening,2200 - 2315 block of r street se,theft f/auto,38.8694649969
13214,-77.0286457462,midnight,1200  - 1299 block of hamilton street nw,robbery,38.9528996058
13215,-76.9685821131,midnight,2814 - 2899 block of 28th street se,motor vehicle theft,38.8557348206
13216,-77.0074017688,evening,1 - 99 block of patterson street ne,theft/other,38.9064470306
13217,-76.9932098758,midnight,900 - 999 block of h street ne,motor vehicle theft,38.9001952707
13218,-77.0364680537,midnight,3200 - 3299 block of 16th street nw,robbery,38.9311153849
13219,-77.0061368221,day,80 - 99 block of webster street ne,motor vehicle theft,38.9444441823
13220,-76.9728377689,midnight,2200 - 2305 block of pennsylvania avenue se,robbery,38.8744733882
13221,-77.002817597,evening,3800 - 3821 block of 2nd street se,robbery,38.8355839309
13222,-77.0239722185,evening,1820 - 1899 block of 9th street nw,theft f/auto,38.915191905
13223,-76.9925130267,evening,4923 - 4999 block of south dakota avenue ne,theft f/auto,38.949317583
13224,-76.9640441337,day,3000 - 3199 block of naylor road se,burglary,38.853130075
13225,-77.0066728852,evening,70 - 101 block of i street se,motor vehicle theft,38.879277831
13226,-76.9908871493,midnight,1100 - 1199 block of d street se,motor vehicle theft,38.8841043126
13227,-77.0280834902,evening,u street nw and 12th street nw,theft f/auto,38.9169971598
13228,-77.0005367901,day,1300 - 1399 block of 4th street se,motor vehicle theft,38.8743343032
13229,-77.0639158491,evening,4227 - 4399 block of connecticut avenue nw,theft/other,38.9448686362
13230,-77.0219150352,midnight,7th street nw and h street nw,sex abuse,38.899806053
13231,-76.9819236074,midnight,1500 - 1599 block of maryland avenue ne,assault w/dangerous weapon,38.900734571
13232,-77.0448761198,midnight,1700 - 1799 block of 20th street nw,motor vehicle theft,38.9133390377
13233,-76.9647714637,evening,1327 - 1399 block of 30th street se,theft f/auto,38.8733722087
13234,-76.9955860925,evening,700 - 799 block of l street se,theft/other,38.87753031
13235,-77.0271973182,midnight,3700  - 3769 block of 10th street nw,robbery,38.9362976841
13236,-77.0175583548,evening,400 - 497 block of l street nw,robbery,38.9037254238
13237,-77.0265180298,day,1000 - 1099 block of o street nw,robbery,38.9085702254
13238,-76.9938649734,evening,2542 - 2699 block of reed street ne,motor vehicle theft,38.9235809551
13239,-77.0465269458,day,1900 - 1999 block of connecticut avenue nw,theft/other,38.9163832093
13240,-77.0338703614,midnight,1400 - 1499 block of girard street nw,theft/other,38.9253958882
13241,-77.0229466458,evening,2000 - 2099 block of 8th street nw,theft f/auto,38.9172279939
13242,-77.0056014199,day,4500 - 4511 block of 1st street se,motor vehicle theft,38.8245559129
13243,-77.0175542172,day,700 - 900 block of 4th street sw,theft f/auto,38.8802849174
13244,-76.9771673661,midnight,1815 - 1999 block of bryant street ne,theft/other,38.9212817635
13245,-77.0305636569,day,1300 - 1399 block of m street nw,theft/other,38.9056415243
13246,-77.0175583548,midnight,400 - 497 block of l street nw,theft/other,38.9037254238
13247,-76.9755386311,evening,2000 - 2099 block of rhode island avenue ne,motor vehicle theft,38.9293709026
13248,-77.0799445766,midnight,4500 - 4537 block of wisconsin avenue nw,theft/other,38.9483536271
13249,-77.0061320927,evening,80 - 99 block of webster street ne,motor vehicle theft,38.9444453537
13250,-77.0365229839,evening,1500 - 1519 block of 16th street nw,robbery,38.9100127349
13251,-76.9713073026,evening,2411 - 2499 block of naylor road se,robbery,38.8689148373
13252,-77.0199058143,day,700 - 799 block of 6th street nw,theft/other,38.8990602502
13253,-76.9844453591,day,1900 - 1989 block of fenwick street ne,theft f/auto,38.9142564619
13254,-77.0428525863,evening,1800 - 1899 block of adams mill road nw,theft/other,38.923005735
13255,-77.001188286,day,hamilton street ne and 3rd street ne,theft f/auto,38.9529571588
13256,-77.003867428,midnight,1200 - 1299 block of new jersey avenue se,theft f/auto,38.8756849596
13257,-77.0349012254,evening,1400 - 1599 block of somerset place nw,motor vehicle theft,38.966848724
13258,-77.0251699236,day,700 - 799 block of morton street nw,theft/other,38.9319018165
13259,-76.9920854122,evening,1000 - 1099 block of h street ne,theft/other,38.9002005148
13260,-77.0288543832,day,1200 - 1299 block of g street nw,theft/other,38.8983091573
13261,-77.0285252732,day,1200  - 1299 block of underwood street nw,theft f/auto,38.968970363
13262,-77.0171443013,evening,300 - 399 block of cedar street nw,theft f/auto,38.9749689173
13263,-76.9907740269,evening,900 - 1299 block of valley avenue se,assault w/dangerous weapon,38.837298405
13264,-77.0036047862,midnight,4000 - 4099 block of livingston road se,homicide,38.8299838449
13265,-77.0313581902,evening,1300 - 1399 block of kenyon street nw,robbery,38.9296485132
13266,-77.03554391,evening,1500 - 1599 block of o street nw,theft/other,38.908700341
13267,-77.0845509302,evening,4300 - 4399 block of military road nw,theft/other,38.9610160139
13268,-77.0209124198,day,600 - 699 block of k street nw,theft/other,38.902520725
13269,-77.0296227784,day,1800 - 1899 block of 13th street nw,theft f/auto,38.9148309063
13270,-76.9975459006,day,1300 - 1399 block of 5th street ne,motor vehicle theft,38.9094049494
13271,-77.0239717189,day,1710 - 1799 block of 9th street nw,theft f/auto,38.9137055298
13272,-76.9949632167,day,300 - 339 block of 8th street se,theft f/auto,38.885313532
13273,-76.9503410421,evening,3900 - 3928 block of minnesota avenue ne,motor vehicle theft,38.8935367404
13274,-76.9636381387,day,2804 - 2898 block of bladensburg road ne,theft/other,38.9264220876
13275,-77.0675004574,day,1738 - 1898 block of wisconsin avenue nw,theft/other,38.9152289174
13276,-77.0265138574,day,1000 - 1099 block of f street nw,theft/other,38.8973458172
13277,-76.9335610335,midnight,4701 - 4898 block of east capitol street,theft/other,38.8897538929
13278,-76.9620437819,evening,3100 - 3199 block of e street se,assault w/dangerous weapon,38.8828410779
13279,-76.9869086226,evening,1300 - 1399 block of e street se,robbery,38.8828390269
13280,-77.0588812982,day,3500 - 3599 block of connecticut avenue nw,theft/other,38.936186926
13281,-77.022127369,day,5100  - 5199 block of 7th street nw,theft f/auto,38.9525316822
13282,-77.0158203399,day,1900 - 1923 block of 3rd street nw,theft f/auto,38.9164995012
13283,-77.0781298065,evening,3900 - 3999 block of jocelyn street nw,theft f/auto,38.9596852766
13284,-76.9812922215,midnight,3600 - 3699 block of 17th street ne,motor vehicle theft,38.9345066995
13285,-77.0273331239,evening,5000 - 5059 block of georgia avenue nw,theft f/auto,38.9511699717
13286,-76.9580556016,midnight,2300 - 3955 block of east capitol street,robbery,38.8897870573
13287,-77.0768248688,day,chancery court nw and hillandale court nw,sex abuse,38.9146488669
13288,-76.9932097686,midnight,900 - 999 block of i street ne,assault w/dangerous weapon,38.9013213153
13289,-77.0270381072,evening,1600 - 1699 block of 11th street nw,theft f/auto,38.9118581511
13290,-77.0400882912,evening,1700 - 1799 block of massachusetts avenue nw,theft/other,38.9084762739
13291,-76.985874253,evening,1429 - 1470 block of bangor street se,motor vehicle theft,38.8605216664
13292,-77.071694059,evening,3600 - 3699 block of newark street nw,theft/other,38.9346303412
13293,-76.9781344931,evening,1800 - 1899 block of a street se,theft f/auto,38.8886627111
13294,-77.0598051678,midnight,3200  - 3299 block of beech street nw,theft/other,38.9788045487
13295,-76.9703739346,evening,500 - 599 block of oklahoma avenue ne,robbery,38.8966514254
13296,-77.0516290932,evening,900 - 915 block of new hampshire avenue nw,theft/other,38.9009053589
13297,-77.0025721732,midnight,4000 - 4299 block of harewood road ne,theft f/auto,38.9384447945
13298,-77.0400893646,evening,1700 - 1799 block of church street nw,theft/other,38.9103860425
13299,-76.9996423409,day,5500  - 5599 block of 5th street ne,theft f/auto,38.9568577433
13300,-77.031960289,day,1400 - 1499 block of 14th street nw,theft f/auto,38.909235481
13301,-76.9870498951,evening,1436 - 1498 block of howard road se,motor vehicle theft,38.8582246551
13302,-77.0305636569,evening,1300 - 1399 block of m street nw,theft f/auto,38.9056415243
13303,-76.94765293,day,4000 - 4121 block of minnesota avenue ne,assault w/dangerous weapon,38.8966524619
13304,-76.9924262685,day,2644 - 2703 block of 10th street ne,motor vehicle theft,38.924402069
13305,-77.0811929554,day,4000 - 4299 block of cathedral avenue nw,theft f/auto,38.9302821241
13306,-77.0422537891,evening,4300  - 4399 block of argyle terrace nw,motor vehicle theft,38.9439232346
13307,-77.0488233158,evening,2300 - 2399 block of connecticut avenue nw,theft f/auto,38.9189136134
13308,-76.9941950896,evening,3700 - 3851 block of 9th street se,theft/other,38.8348843591
13309,-77.0710447823,day,2200 - 2298 block of wisconsin avenue nw,theft/other,38.9196589159
13310,-77.0434629815,midnight,1811 - 1852 block of columbia road nw,robbery,38.9216993028
13311,-76.9486928675,midnight,3800 - 3999 block of dix street ne,robbery,38.8932477602
13312,-77.0110894712,evening,37  - 99 block of van buren street nw,motor vehicle theft,38.969973231
13313,-77.0401489912,day,2322 - 2499 block of ontario road nw,theft/other,38.9218867805
13314,-76.9973048161,day,600 - 699 block of h street ne,theft/other,38.9002033642
13315,-77.004738254,day,100 - 199 block of k street ne,motor vehicle theft,38.9025105195
13316,-77.0229588467,midnight,2100 - 2299 block of 8th street nw,theft f/auto,38.9193089155
13317,-77.0396591638,evening,1700 - 1733 block of columbia road nw,theft/other,38.924655385
13318,-77.0770259389,evening,3847 - 3899 block of porter street nw,theft/other,38.9376537384
13319,-77.0275628839,evening,1100 - 1199 block of f street nw,theft/other,38.8973455744
13320,-77.030786353,midnight,1300 - 1399 block of s street nw,motor vehicle theft,38.9140822831
13321,-77.0075326887,day,webster street ne and clermont drive ne,robbery,38.9452548462
13322,-77.0058743296,evening,1100 - 1199 block of 1st street se,theft f/auto,38.8770054198
13323,-76.996172599,day,800 - 899 block of 7th street ne,theft/other,38.9007629318
13324,-76.9819168035,day,1500 - 1599 block of maryland avenue ne,burglary,38.9007430378
13325,-76.9389233455,day,1539 - 1599 block of anacostia avenue ne,motor vehicle theft,38.9128538903
13326,-77.0229427215,midnight,1900 - 1999 block of 8th street nw,theft/other,38.9161409594
13327,-77.0308423861,evening,6000  - 6099 block of 13th place nw,robbery,38.963663918
13328,-76.9884331255,evening,2400 - 2599 block of elvans road se,robbery,38.8541710084
13329,-76.9836699534,midnight,2300 - 2329 block of elvans road se,robbery,38.8562344255
13330,-77.0700129674,evening,3600 - 3699 block of military road nw,theft f/auto,38.9610166145
13331,-77.0027790338,evening,200 - 299 block of rhode island avenue ne,motor vehicle theft,38.9189778297
13332,-77.018769588,evening,4200 - 4299 block of illinois avenue nw,theft f/auto,38.942349401
13333,-77.0567888198,day,3200 - 3299 block of connecticut avenue nw,theft/other,38.9326022063
13334,-76.9699809646,evening,2400 - 2501 block of 25th street se,theft/other,38.8580538401
13335,-77.0307893748,midnight,1300 - 1399 block of belmont street nw,assault w/dangerous weapon,38.9210817549
13336,-76.9226119508,midnight,1 - 84 block of 55th street se,motor vehicle theft,38.8887111884
13337,-77.0014882513,midnight,5200 - 5299 block of 3rd street ne,theft/other,38.9534165771
13338,-77.0209124198,day,600 - 699 block of k street nw,theft/other,38.902520725
13339,-77.0356445995,day,1412 - 1499 block of nicholson street nw,motor vehicle theft,38.960220679
13340,-77.0473467599,day,2100 - 2199 block of e street nw,burglary,38.8960181546
13341,-76.9965794378,day,600 - 799 block of atlantic street se,motor vehicle theft,38.8309477561
13342,-76.9973151185,evening,1700 - 1799 block of anacostia drive se,motor vehicle theft,38.8684498944
13343,-77.009053015,midnight,michigan avenue ne and michigan avenue nw,theft/other,38.9266616099
13344,-77.0429515198,day,1800 - 1899 block of california street nw,motor vehicle theft,38.9178191551
13345,-76.9995162152,midnight,3300 - 3399 block of 5th street se,burglary,38.8411273605
13346,-77.0408312112,evening,1731 - 1785 block of florida avenue nw,theft/other,38.9172591466
13347,-77.0968376507,midnight,4800 - 4999 block of indian lane nw,burglary,38.9345671723
13348,-76.9459205865,evening,740 - 899 block of kenilworth avenue ne,theft/other,38.9008675863
13349,-77.0307074478,evening,1300  - 1329 block of allison street nw,theft f/auto,38.9450618818
13350,-77.0288569158,midnight,1200 - 1299 block of massachusetts avenue nw,theft f/auto,38.9045699645
13351,-76.9884773706,midnight,1200 - 1299 block of v street se,motor vehicle theft,38.865557657
13352,-76.9943618515,day,800 - 899 block of independence avenue se,theft/other,38.8875950398
13353,-77.0686351773,evening,3600 - 3699 block of 35th street nw,theft f/auto,38.9377416627
13354,-76.9875985985,evening,2700 - 2799 block of stanton road se,theft f/auto,38.8579243739
13355,-76.9221826825,midnight,81 - 199 block of 55th street se,motor vehicle theft,38.8870442626
13356,-77.0452873398,day,2000 - 2007 block of n street nw,theft/other,38.9072402309
13357,-77.037431938,day,1610 - 1638 block of columbia road nw,theft/other,38.9259430478
13358,-77.0214050611,evening,500 - 699 block of irving street nw,motor vehicle theft,38.9291102613
13359,-76.95866847,evening,3300 - 3399 block of dubois place se,robbery,38.8852072355
13360,-76.9329147514,evening,24 - 99 block of 49th street ne,assault w/dangerous weapon,38.8906003109
13361,-76.9984565266,evening,3301 - 3699 block of 6th street se,theft/other,38.8397130247
13362,-77.0384881078,day,1700 - 1723 block of 17th street nw,theft/other,38.9129719746
13363,-77.0412174657,day,harvard street nw and 18th street nw,theft f/auto,38.9271771744
13364,-76.9883129146,day,300 - 399 block of 13th street se,motor vehicle theft,38.8847275111
13365,-77.0277488818,midnight,963 - 1099 block of randolph street nw,assault w/dangerous weapon,38.9386808794
13366,-77.0338151818,midnight,1400 - 1499 block of park road nw,assault w/dangerous weapon,38.9306297339
13367,-77.0612030661,day,3800 - 3999 block of connecticut avenue nw,theft/other,38.9401764089
13368,-76.9975459006,midnight,1300 - 1399 block of 5th street ne,theft f/auto,38.9094049494
13369,-76.9700486645,evening,2500 - 2599 block of fairlawn avenue se,motor vehicle theft,38.8751393277
13370,-77.0296307388,midnight,1300 - 1399 block of 13th street nw,theft/other,38.9079028599
13371,-77.0700218345,day,5000 - 5099 block of connecticut avenue nw,theft f/auto,38.9553618526
13372,-76.9807773487,day,1600 - 1699 block of 17th street se,theft/other,38.8701087057
13373,-77.0442308541,midnight,1900 - 1999 block of sunderland place nw,theft f/auto,38.9079031095
13374,-77.0436069637,midnight,1300 - 1699 block of connecticut avenue nw,burglary,38.9099274291
13375,-77.0375178102,day,1600 - 1699 block of p street nw,burglary,38.9096392041
13376,-77.0296232163,midnight,2000 - 2099 block of 13th street nw,theft f/auto,38.917550792
13377,-76.9408957346,evening,4200 - 4399 block of gault place ne,theft f/auto,38.8990544717
